Asset Location,Asset IP Address,Asset Alternate IPv4 Addresses,Asset Names,Asset Risk Score,Asset OS Name,Vulnerability Title,Vulnerability PCI Compliance Status,Vulnerability CVSS Score,Vulnerability CVSSv3 Score,Vulnerability Description,Vulnerability ID,Service Port,Vulnerability Solution,Vulnerability Proof,Vulnerability Published Date,Vulnerable Since,Vulnerability Age,Vulnerability CVE IDs,Vulnerability CVE URLs
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2021 Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2021-2341)",Fail,4.3,3.1,"Vulnerability in the Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Networking). Supported versions that are affected are Java SE: 7u301, 8u291, 11.0.11, 16.0.1; Oracle GraalVM Enterprise Edition: 20.3.2 and 21.1.0. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Oracle GraalVM Enterprise Edition. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.1 Base Score 3.1 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N).",jre-vuln-cve-2021-2341,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2021-07-21,2022-05-01,43 Days,CVE-2021-2341,http://nvd.nist.gov/vuln/detail/CVE-2021-2341
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2021 Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2021-2388)",Fail,5.1,7.5,"Vulnerability in the Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Hotspot). Supported versions that are affected are Java SE: 8u291, 11.0.11, 16.0.1; Oracle GraalVM Enterprise Edition: 20.3.2 and 21.1.0. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Oracle GraalVM Enterprise Edition. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in takeover of Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.1 Base Score 7.5 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H).",jre-vuln-cve-2021-2388,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2021-07-21,2022-05-01,43 Days,CVE-2021-2388,http://nvd.nist.gov/vuln/detail/CVE-2021-2388
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2021 Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition vulnerability (CVE-2021-2163)",Pass,2.6,5.3,"Vulnerability in the Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Java SE: 7u291, 8u281, 11.0.10, 16; Java SE Embedded: 8u281; Oracle GraalVM Enterprise Edition: 19.3.5, 20.3.1.2 and 21.0.0.2. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N).",jre-vuln-cve-2021-2163,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2021-04-21,2022-05-01,43 Days,CVE-2021-2163,http://nvd.nist.gov/vuln/detail/CVE-2021-2163
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2021 Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition vulnerability (CVE-2021-2161)",Fail,4.3,5.9,"Vulnerability in the Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Java SE: 7u291, 8u281, 11.0.10, 16; Java SE Embedded: 8u281; Oracle GraalVM Enterprise Edition: 19.3.5, 20.3.1.2 and 21.0.0.2. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Java SE, Java SE Embedded, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. It can also be exploited by supplying untrusted data to APIs in the specified Component. CVSS 3.1 Base Score 5.9 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N).",jre-vuln-cve-2021-2161,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2021-04-21,2022-05-01,43 Days,CVE-2021-2161,http://nvd.nist.gov/vuln/detail/CVE-2021-2161
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU April 2019 Java SE vulnerability (CVE-2019-2698),Fail,6.8,8.1,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: 2D). Supported versions that are affected are Java SE: 7u211 and 8u202. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE. Successful attacks of this vulnerability can result in takeover of Java SE. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 8.1 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H).",jre-vuln-cve-2019-2698,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-04-24,2022-05-01,43 Days,CVE-2019-2698,http://nvd.nist.gov/vuln/detail/CVE-2019-2698
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU April 2019 Java SE vulnerability (CVE-2019-2699),Fail,6.8,9.0,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: Windows DLL). The supported version that is affected is Java SE: 8u202. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE. While the vulnerability is in Java SE, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Java SE. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 9.0 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H).",jre-vuln-cve-2019-2699,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-04-24,2022-05-01,43 Days,CVE-2019-2699,http://nvd.nist.gov/vuln/detail/CVE-2019-2699
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU April 2019 Java SE vulnerability (CVE-2019-2697),Fail,6.8,8.1,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: 2D). Supported versions that are affected are Java SE: 7u211 and 8u202. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE. Successful attacks of this vulnerability can result in takeover of Java SE. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 8.1 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H).",jre-vuln-cve-2019-2697,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-04-24,2022-05-01,43 Days,CVE-2019-2697,http://nvd.nist.gov/vuln/detail/CVE-2019-2697
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2684)",Fail,4.3,5.9,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: RMI). Supported versions that are affected are Java SE: 7u211, 8u202, 11.0.2 and 12; Java SE Embedded: 8u201. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 5.9 (Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N).",jre-vuln-cve-2019-2684,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-04-24,2022-05-01,43 Days,CVE-2019-2684,http://nvd.nist.gov/vuln/detail/CVE-2019-2684
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2602)",Pass,5.0,7.5,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Libraries). Supported versions that are affected are Java SE: 7u211, 8u202, 11.0.2 and 12; Java SE Embedded: 8u201. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of Java SE, Java SE Embedded. Note: This vulnerability can only be exploited by supplying data to APIs in the specified Component without using Untrusted Java Web Start applications or Untrusted Java applets, such as through a web service. CVSS 3.0 Base Score 7.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H).",jre-vuln-cve-2019-2602,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-04-24,2022-05-01,43 Days,CVE-2019-2602,http://nvd.nist.gov/vuln/detail/CVE-2019-2602
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU October 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2894)",Fail,4.3,3.7,"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Security). Supported versions that are affected are Java SE: 7u231, 8u221, 11.0.4 and 13; Java SE Embedded: 8u221. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 3.7 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N).",jre-vuln-cve-2019-2894,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-10-17,2022-05-01,43 Days,CVE-2019-2894,http://nvd.nist.gov/vuln/detail/CVE-2019-2894
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2816)",Fail,5.8,4.8,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Networking). Supported versions that are affected are Java SE: 7u221, 8u212, 11.0.3 and 12.0.1; Java SE Embedded: 8u211. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Java SE, Java SE Embedded accessible data as well as unauthorized read access to a subset of Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 4.8 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N).",jre-vuln-cve-2019-2816,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2816,http://nvd.nist.gov/vuln/detail/CVE-2019-2816
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU July 2019 Java SE vulnerability (CVE-2019-2842),Pass,4.3,3.7,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: JCE). The supported version that is affected is Java SE: 8u212. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 3.7 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2019-2842,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2842,http://nvd.nist.gov/vuln/detail/CVE-2019-2842
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2769)",Pass,5.0,5.3,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Utilities). Supported versions that are affected are Java SE: 7u221, 8u212, 11.0.3 and 12.0.1; Java SE Embedded: 8u211. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2019-2769,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2769,http://nvd.nist.gov/vuln/detail/CVE-2019-2769
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2766)",Pass,2.6,3.1,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Networking). Supported versions that are affected are Java SE: 7u221, 8u212, 11.0.3 and 12.0.1; Java SE Embedded: 8u211. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 3.1 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N).",jre-vuln-cve-2019-2766,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2766,http://nvd.nist.gov/vuln/detail/CVE-2019-2766
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2762)",Pass,5.0,5.3,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Utilities). Supported versions that are affected are Java SE: 7u221, 8u212, 11.0.3 and 12.0.1; Java SE Embedded: 8u211. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2019-2762,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2762,http://nvd.nist.gov/vuln/detail/CVE-2019-2762
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU July 2019 Java SE, Java SE Embedded vulnerability (CVE-2019-2786)",Pass,2.6,3.4,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Security). Supported versions that are affected are Java SE: 8u212, 11.0.3 and 12.0.1; Java SE Embedded: 8u211. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Java SE, Java SE Embedded, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 3.4 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:N/A:N).",jre-vuln-cve-2019-2786,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2786,http://nvd.nist.gov/vuln/detail/CVE-2019-2786
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU July 2019 Java SE vulnerability (CVE-2019-2745),Pass,1.9,5.1,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: Security). Supported versions that are affected are Java SE: 7u221, 8u212 and 11.0.3. Difficult to exploit vulnerability allows unauthenticated attacker with logon to the infrastructure where Java SE executes to compromise Java SE. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Java SE accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 5.1 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N).",jre-vuln-cve-2019-2745,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-23,2022-05-01,43 Days,CVE-2019-2745,http://nvd.nist.gov/vuln/detail/CVE-2019-2745
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU October 2021 Java SE vulnerability (CVE-2021-3517),Fail,7.5,8.6,"There is a flaw in the xml entity encoding functionality of libxml2 in versions before 2.9.11. An attacker who is able to supply a crafted file to be processed by an application linked with the affected functionality of libxml2 could trigger an out-of-bounds read. The most likely impact of this flaw is to application availability, with some potential impact to confidentiality and integrity if an attacker is able to use memory information to further exploit the application.",jre-vuln-cve-2021-3517,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2021-05-19,2022-05-01,43 Days,CVE-2021-3517,http://nvd.nist.gov/vuln/detail/CVE-2021-3517
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU October 2021 Java SE vulnerability (CVE-2021-3522),Pass,4.3,5.5,GStreamer before 1.18.4 may perform an out-of-bounds read when handling certain ID3v2 tags.,jre-vuln-cve-2021-3522,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2021-06-02,2022-05-01,43 Days,CVE-2021-3522,http://nvd.nist.gov/vuln/detail/CVE-2021-3522
